,star_rating,helpful_votes,total_votes,review
1006,4,2,2,"As others have said... We don't use a microwave all that much and didn't want to invest counter space in one.<br /><br />With a teenager who is now heating things up for himself, it made sense to get one and this small-footprint model seemed to be a good fit.  It handles our largest dinner plate and seems to heat things well.  It is s little taller than it looks in the picture, but it fits our family's needs quite well."
1007,5,1,1,Great Product We needed to create a little more space on the kitchen counter and this unit was perfect.  Nice looking machine and tucks into a corner.  Would recommend to others.
1008,1,8,8,Dead in about a month I bought this microwave in October for a kitchen we are having remodeled.  Got it installed about 3 weeks ago and was microwaving some bacon last night and smelled a funny electrical burning smell.  It is apparently fried (which is what I'll be doing with my bacon until this POS is either fixed or replaced.  The top of the unit was extremely hot and it is just totally dead and unresponsive.  Not even a light.<br /><br />I saw all of the bad reviews but there aren't many drawer microwave options and even brands like Wolf and Thermadore are still produced by Sharp.  Very disappointing.  We'll see how the service from Sharp goes...
1009,3,1,2,"A little big..easy to use. Bigger than previous Microwave - larger form factor, had to do some work to retro fit and replace previous Microwave.<br />Easy to use, works well, heats food evenly."
1010,5,2,2,"Nice Microwave w/glass turntable Chosen for it's size, this microwave is pretty perfect for us. We use it for simple warm ups and reheating. It works great.<br /><br />It is surprisingly very heavy. Arrived very well packaged.<br /><br />I love how it sits back in the corner of the counter with the curved back."
1012,4,121,133,"fits the space We needed this size and the Danby works.  The controls are a little quirky, you have to put a &#34;0&#34; in front of the timer to set minutes but not all the time...  took some getting used to.  The only real design flaw is that, unlike most microwaves where you push a button and the door pops open, you have to pull the handle on this one.  And the machine is so small and light that you need two hand to open the door or the whole thing moves around and doesn't open.  This can be a pain.  But if you need this size, the cooking is fine."
1013,1,7,9,"Damaged Unit I would not recommend buying an appliance such as a microwave through Amazon.  Upon receipt of this item I had no idea that it had concealed damage.  Two days after receipt I elected to install the unit.  I noticed that the bottom corner of the door had a nice dent, but was something that I could live with, rather then deal with the agony of a return.  After installing the unit the door would not stay closed.  After looking the door over, I noticed that the clips where broken that hold it closed.  Totally frustrated at this point.  I have received a return mailing label and MRA number, but this will cost me $50 to ship back.  The unit was not shipped in no box, just corner molding, foam end caps, and shrink wrap &#34;No Original Packaging&#34;.  When it was all said and done, I bought the identical microwave under the Kenmore label from Sears for $100 less.  Multiple emails to Amazon on the return freight with no response.  This was a headache that I really didn't need.  I have purchased numerous items from Amazon in the past with no problems. This is a product category that would be best served by a professional retailer."
1014,4,1,3,"Whirlpool Microwave This microwave will fulfill my needs at this time.  I am well pleased with the wattage of this microwave, this microwave replaced one with much less wattage."
1015,4,5,7,HAPPY Verry good appliance don't have any of the issues i saw posted before i bought it only one thing should warn buyers it is a green appliance so no in microwave light sorry but other than that works like a charm.
1016,4,1,1,"Hello, counter space!!! Okay, it's not the most powerful thing ever, and there are a few things I would change about the design, but this little thing handles all my microwave needs and has freed up a significant amount of precious counter space in my very cramped kitchen."
1018,5,0,0,Sharp Microwave Drawer Oven - Stainless Steel This is an excellent Microwave and very big.  I am so very pleased with this product.  I think it is the favorite of my Grand kids in the kitchen!
1019,5,0,0,"Sharp R-1405 Microwave We picked this microwave primarily for its dimensions (we needed one with a short height). We are very pleased with this model since it is easy to use, works well and is very quiet. It's not loaded with features but has been a pleasure use over the last few months that we've owned it."
